,id,gpt_maximum_classification,gpt_average_classification,gpt_sum,gpt_length
14856,r181220n,0,0.0,0,3
14857,r181220o,0,0.0,0,1
14858,r181220p,0,0.0,0,3
14859,r181221g,0,0.0,0,3
14860,r181221h,0,0.0,0,1
14861,r181221i,0,0.0,0,1
14862,r181224a,0,0.0,0,1
14863,r181224b,0,0.0,0,1
14864,r181224c,0,0.0,0,1
14865,r181224d,0,0.0,0,1
14866,r181224e,0,0.0,0,1
14867,r181224f,0,0.0,0,1
14868,r190107a,0,0.0,0,2
14869,r190107c,0,0.0,0,3
14870,r190108b,0,0.0,0,1
14871,r190115a,0,0.0,0,5
14872,r190114c,0,0.0,0,2
14873,r190121e,0,0.0,0,1
14874,r190121c,0,0.0,0,1
14875,r190124d,0,0.0,0,1
14876,r190124c,0,0.0,0,1
14877,r190129d,0,0.0,0,1
14878,r190130b,0,0.0,0,6
14879,r190201c,0,0.0,0,1
14880,r190201d,0,0.0,0,2
14881,r190225d,0,0.0,0,7
14882,r191008j,0,0.0,0,1
14883,r181220k,0,0.0,0,2
14884,r181009j,0,0.0,0,1
14885,r181009d,0,0.0,0,2
14886,r181009b,0,0.0,0,2
14887,r180724o,0,0.0,0,1
14888,r180723b,0,0.0,0,2
14889,r190911k,0,0.0,0,1
14890,r190128c,0,0.0,0,2
14891,r190911l,0,0.0,0,1
14892,r190912j,0,0.0,0,1
14893,r180920e,0,0.0,0,1
14894,r190107b,0,0.0,0,1
14895,r190108a,0,0.0,0,3
14896,r190110b,0,0.0,0,1
14897,r190110c,0,0.0,0,1
14898,r190110a,0,0.0,0,2
14899,r190111a,0,0.0,0,2
14900,r190111b,0,0.0,0,2
14901,r190114a,0,0.0,0,1
14902,r190114b,0,0.0,0,1
14903,r190116a,0,0.0,0,1
14904,r190116b,0,0.0,0,1
14905,r190116c,0,0.0,0,1
14906,r190116d,1,1.0,1,1
14907,r190115b,0,0.0,0,1
14908,r190115c,0,0.0,0,1
14909,r190115d,0,0.0,0,1
14910,r190115e,0,0.0,0,1
14911,r190117a,0,0.0,0,1
14912,r190117b,0,0.0,0,1
14913,r190117c,0,0.0,0,1
14914,r190116f,0,0.0,0,1
14915,r190117d,0,0.0,0,1
14916,r190117e,0,0.0,0,2
14917,r190117f,0,0.0,0,1
14918,r190117g,0,0.0,0,1
14919,r190117h,1,0.5,1,2
14920,r190117i,0,0.0,0,1
14921,r190121a,0,0.0,0,2
14922,r190121b,0,0.0,0,2
14923,r190121d,0,0.0,0,1
14924,r190124a,0,0.0,0,1
14925,r190123a,0,0.0,0,5
14926,r190124b,0,0.0,0,4
14927,r190124f,0,0.0,0,2
14928,r190124g,0,0.0,0,1
14929,r190128a,0,0.0,0,1
14930,r190128b,0,0.0,0,1
14931,r190129a,0,0.0,0,1
14932,r190129b,0,0.0,0,1
14933,r190129c,0,0.0,0,3
14934,r190128d,0,0.0,0,1
14935,r190125a,0,0.0,0,1
14936,r190131a,0,0.0,0,1
14937,r190131b,0,0.0,0,1
14938,r190130a,0,0.0,0,2
14939,r190201a,0,0.0,0,2
14940,r190201b,0,0.0,0,3
14941,r190201e,0,0.0,0,2
14942,r190131c,0,0.0,0,4
14943,r190131d,0,0.0,0,2
14944,r190131e,0,0.0,0,2
14945,r190131f,0,0.0,0,1
14946,r190204a,0,0.0,0,1
14947,r190204b,0,0.0,0,2
14948,r190204c,0,0.0,0,2
14949,r190204d,0,0.0,0,3
14950,r190204e,0,0.0,0,1
14951,r190204f,0,0.0,0,1
14952,r190204g,0,0.0,0,3
14953,r190206a,0,0.0,0,2
14954,r190206b,1,1.0,3,3
14955,r190207b,0,0.0,0,1
14956,r190207a,0,0.0,0,1
14957,r190206c,0,0.0,0,2
14958,r190208b,0,0.0,0,1
14959,r190208a,0,0.0,0,1
14960,r190207c,0,0.0,0,1
14961,r190211a,0,0.0,0,1
14962,r190211b,0,0.0,0,1
14963,r190212a,0,0.0,0,1
14964,r190212b,0,0.0,0,1
14965,r190212c,0,0.0,0,1
14966,r190213b,0,0.0,0,2
14967,r190213c,0,0.0,0,1
14968,r190213a,0,0.0,0,2
14969,r190212d,0,0.0,0,3
14970,r190212e,0,0.0,0,2
14971,r190212g,0,0.0,0,1
14972,r190212h,0,0.0,0,4
14973,r190212f,0,0.0,0,4
14974,r190214a,0,0.0,0,1
14975,r190214b,0,0.0,0,2
14976,r190214c,0,0.0,0,1
14977,r190215a,0,0.0,0,1
14978,r190215b,0,0.0,0,2
14979,r190215d,1,0.25,1,4
14980,r190215c,0,0.0,0,2
14981,r190214d,0,0.0,0,1
14982,r190218a,0,0.0,0,1
14983,r190218b,0,0.0,0,2
14984,r190219a,0,0.0,0,1
14985,r190219b,0,0.0,0,1
14986,r190221a,0,0.0,0,1
14987,r190222a,0,0.0,0,2
14988,r190222b,0,0.0,0,2
14989,r190222c,0,0.0,0,2
14990,r190221b,0,0.0,0,7
14991,r190225a,0,0.0,0,1
14992,r190225b,0,0.0,0,1
14993,r190225e,0,0.0,0,4
14994,r190225c,0,0.0,0,2
14995,r190225f,0,0.0,0,2
14996,r190226a,0,0.0,0,3
14997,r190226b,0,0.0,0,1
14998,r190226c,0,0.0,0,1
14999,r190225g,0,0.0,0,4
15000,r190225h,0,0.0,0,1
15001,r190226d,0,0.0,0,2
15002,r190226e,0,0.0,0,1
15003,r190227b,0,0.0,0,3
15004,r190227c,0,0.0,0,2
15005,r190227d,0,0.0,0,1
15006,r190301a,0,0.0,0,2
15007,r190301b,0,0.0,0,2
15008,r190301c,0,0.0,0,1
15009,r190301d,0,0.0,0,1
15010,r190312a,0,0.0,0,1
15011,r190312b,0,0.0,0,2
15012,r190312c,0,0.0,0,2
15013,r190312d,0,0.0,0,3
15014,r190312e,0,0.0,0,2
15015,r190312h,0,0.0,0,2
15016,r190312i,0,0.0,0,1
15017,r190312j,0,0.0,0,1
15018,r190312f,0,0.0,0,4
15019,r190312g,0,0.0,0,1
15020,r190313a,0,0.0,0,2
15021,r190313b,0,0.0,0,2
15022,r190313d,1,1.0,2,2
15023,r190313c,1,1.0,1,1
15024,r190313e,0,0.0,0,1
15025,r190315a,0,0.0,0,2
15026,r190315b,0,0.0,0,3
15027,r190315c,0,0.0,0,2
15028,r190315d,0,0.0,0,1
15029,r190315e,0,0.0,0,3
15030,r190315g,0,0.0,0,2
15031,r190315h,0,0.0,0,4
15032,r190315f,0,0.0,0,3
15033,r190319a,1,0.5,1,2
15034,r190319b,0,0.0,0,2
15035,r190318a,0,0.0,0,1
15036,r190318b,0,0.0,0,1
15037,r190318c,0,0.0,0,1
15038,r190318d,0,0.0,0,2
15039,r190318e,0,0.0,0,2
15040,r190318f,0,0.0,0,3
15041,r190318g,0,0.0,0,4
15042,r190318h,0,0.0,0,1
15043,r190318i,0,0.0,0,1
15044,r190318j,0,0.0,0,1
15045,r190318k,0,0.0,0,2
15046,r190318l,0,0.0,0,1
15047,r190318m,0,0.0,0,2
15048,r190320a,0,0.0,0,2
15049,r190319c,0,0.0,0,1
15050,r190319e,0,0.0,0,2
15051,r190319d,0,0.0,0,1
15052,r190319f,0,0.0,0,1
15053,r190321a,0,0.0,0,2
15054,r190321b,0,0.0,0,1
15055,r190321c,0,0.0,0,1
15056,r190320b,0,0.0,0,1
15057,r190322a,1,1.0,3,3
15058,r190321d,1,1.0,1,1
15059,r190321e,0,0.0,0,1
15060,r190325a,0,0.0,0,1
15061,r190326a,0,0.0,0,2
15062,r190326b,0,0.0,0,1
15063,r190326c,0,0.0,0,1
15064,r190325b,0,0.0,0,2
15065,r190325c,0,0.0,0,1
15066,r190327a,0,0.0,0,1
15067,r190326d,0,0.0,0,2
15068,r190326e,0,0.0,0,3
15069,r190326f,0,0.0,0,2
15070,r190327b,0,0.0,0,2
15071,r190327c,0,0.0,0,1
15072,r190327d,0,0.0,0,1
15073,r190327f,0,0.0,0,1
15074,r190327g,0,0.0,0,2
15075,r190327e,0,0.0,0,1
15076,r190327h,0,0.0,0,1
15077,r190329a,0,0.0,0,1
15078,r190329b,1,1.0,1,1
15079,r190329c,1,0.5,1,2
15080,r190329d,0,0.0,0,1
15081,r190329e,0,0.0,0,1
15082,r190329f,1,0.5,1,2
15083,r190329g,0,0.0,0,1
15084,r190329h,0,0.0,0,2
15085,r190328a,0,0.0,0,2
15086,r190328c,0,0.0,0,2
15087,r190328b,0,0.0,0,2
15088,r190328d,0,0.0,0,2
15089,r190328e,0,0.0,0,3
15090,r190328f,0,0.0,0,2
15091,r190328g,0,0.0,0,2
15092,r190402a,0,0.0,0,2
15093,r190402b,0,0.0,0,2
15094,r190402d,0,0.0,0,1
15095,r190402c,0,0.0,0,2
15096,r190402e,0,0.0,0,2
15097,r190401a,0,0.0,0,2
15098,r190401b,0,0.0,0,1
15099,r190401c,0,0.0,0,1
15100,r190402f,0,0.0,0,1
15101,r190402g,0,0.0,0,3
15102,r190402h,0,0.0,0,1
15103,r190405a,0,0.0,0,1
15104,r190405b,0,0.0,0,1
15105,r190405c,0,0.0,0,2
15106,r190405d,0,0.0,0,1
15107,r190405e,0,0.0,0,1
15108,r190408a,0,0.0,0,1
15109,r190410a,0,0.0,0,3
15110,r190410b,0,0.0,0,4
15111,r190410c,0,0.0,0,3
15112,r190410d,1,0.3333333333333333,1,3
15113,r190410e,0,0.0,0,2
15114,r190410f,0,0.0,0,1
15115,r190410g,0,0.0,0,1
15116,r190410h,0,0.0,0,1
15117,r190412c,0,0.0,0,2
15118,r190412b,0,0.0,0,1
15119,r190412a,0,0.0,0,1
15120,r190412d,0,0.0,0,2
15121,r190412f,0,0.0,0,2
15122,r190412g,1,1.0,1,1
15123,r190412e,0,0.0,0,3
15124,r190429a,0,0.0,0,2
15125,r190430a,0,0.0,0,1
15126,r190430b,0,0.0,0,1
15127,r190430c,0,0.0,0,1
15128,r190430e,0,0.0,0,2
15129,r190430f,0,0.0,0,1
15130,r190430g,0,0.0,0,1
15131,r190430h,0,0.0,0,2
15132,r190429b,0,0.0,0,2
15133,r190429c,0,0.0,0,1
15134,r190429d,0,0.0,0,1
15135,r190429e,1,1.0,1,1
15136,r190429f,1,0.5,1,2
15137,r190429g,0,0.0,0,1
15138,r190429h,0,0.0,0,1
15139,r190429i,1,1.0,1,1
15140,r190430i,0,0.0,0,1
15141,r190430k,1,1.0,2,2
15142,r190430d,0,0.0,0,1
15143,r190430l,0,0.0,0,1
15144,r190430m,0,0.0,0,1
15145,r190430n,0,0.0,0,2
15146,r190430o,0,0.0,0,3
15147,r190430p,0,0.0,0,2
15148,r190430q,0,0.0,0,1
15149,r190430r,0,0.0,0,1
15150,r190430s,0,0.0,0,2
15151,r190502a,0,0.0,0,2
15152,r190502b,0,0.0,0,1
15153,r190502c,0,0.0,0,1
15154,r190502d,0,0.0,0,2
15155,r190502e,0,0.0,0,1
15156,r190502f,0,0.0,0,1
15157,r190502g,0,0.0,0,1
15158,r190503a,0,0.0,0,2
15159,r190503b,0,0.0,0,2
15160,r190503c,1,1.0,1,1
15161,r190503d,0,0.0,0,2
15162,r190503e,0,0.0,0,1
15163,r190506a,0,0.0,0,4
15164,r190506b,0,0.0,0,1
15165,r190507a,0,0.0,0,3
15166,r190507b,0,0.0,0,2
15167,r190507c,0,0.0,0,5
15168,r190507d,0,0.0,0,6
15169,r190508a,0,0.0,0,3
15170,r190508b,1,1.0,1,1
15171,r190508c,0,0.0,0,1
15172,r190508d,0,0.0,0,8
15173,r190508e,0,0.0,0,2
15174,r190508f,0,0.0,0,2
15175,r190508j,0,0.0,0,1
15176,r190508g,0,0.0,0,1
15177,r190508h,0,0.0,0,2
15178,r190508i,1,0.5,1,2
15179,r190513a,0,0.0,0,1
15180,r190513b,0,0.0,0,1
15181,r190513c,0,0.0,0,1
15182,r190513d,0,0.0,0,3
15183,r190513e,0,0.0,0,1
15184,r190513f,0,0.0,0,1
15185,r190513h,0,0.0,0,2
15186,r190513i,0,0.0,0,1
15187,r190513j,0,0.0,0,4
15188,r190513k,0,0.0,0,2
15189,r190514a,0,0.0,0,2
15190,r190514c,0,0.0,0,1
15191,r190514d,0,0.0,0,3
15192,r190514e,0,0.0,0,2
15193,r190514b,0,0.0,0,1
15194,r190515b,0,0.0,0,1
15195,r190515a,0,0.0,0,1
15196,r190517a,1,1.0,1,1
15197,r190517b,0,0.0,0,1
15198,r190517d,0,0.0,0,1
15199,r190517e,0,0.0,0,2
15200,r190517f,0,0.0,0,2
15201,r190517g,0,0.0,0,2
15202,r190517h,1,1.0,3,3
15203,r190517i,0,0.0,0,4
15204,r190517c,0,0.0,0,2
15205,r190517j,0,0.0,0,2
15206,r190521a,0,0.0,0,2
15207,r190521b,0,0.0,0,2
15208,r190521c,0,0.0,0,1
15209,r190521d,0,0.0,0,3
15210,r190520a,0,0.0,0,1
15211,r190520b,0,0.0,0,1
15212,r190520c,0,0.0,0,2
15213,r190520d,0,0.0,0,1
15214,r190520e,0,0.0,0,1
15215,r190520f,0,0.0,0,2
15216,r190520g,0,0.0,0,2
15217,r190521e,0,0.0,0,1
15218,r190521f,0,0.0,0,2
15219,r190521g,0,0.0,0,1
15220,r190521h,0,0.0,0,1
15221,r190521i,1,1.0,1,1
15222,r190523a,0,0.0,0,1
15223,r190523b,0,0.0,0,1
15224,r190523c,0,0.0,0,4
15225,r190523d,0,0.0,0,1
15226,r190523e,1,1.0,1,1
15227,r190524a,0,0.0,0,2
15228,r190524b,0,0.0,0,1
15229,r190524c,0,0.0,0,1
15230,r190524d,0,0.0,0,2
15231,r190527a,0,0.0,0,2
15232,r190527b,0,0.0,0,2
15233,r190527c,0,0.0,0,1
15234,r190528a,0,0.0,0,1
15235,r190529a,0,0.0,0,1
15236,r190529b,0,0.0,0,2
15237,r190529c,0,0.0,0,2
15238,r190529d,0,0.0,0,1
15239,r190603a,0,0.0,0,4
15240,r190603b,0,0.0,0,2
15241,r190603c,0,0.0,0,2
15242,r190603d,0,0.0,0,3
15243,r190603e,0,0.0,0,3
15244,r190603f,0,0.0,0,1
15245,r190603g,0,0.0,0,2
15246,r190603h,0,0.0,0,1
15247,r190603i,0,0.0,0,1
15248,r190603j,0,0.0,0,1
15249,r190603k,0,0.0,0,1
15250,r190603l,0,0.0,0,1
15251,r190603m,0,0.0,0,1
15252,r190603n,0,0.0,0,1
15253,r190604a,0,0.0,0,1
15254,r190604b,1,1.0,1,1
15255,r190604c,0,0.0,0,1
15256,r190604d,0,0.0,0,2
15257,r190604e,0,0.0,0,1
15258,r190604f,0,0.0,0,1
15259,r190604g,0,0.0,0,2
15260,r190604h,0,0.0,0,2
15261,r190604i,1,1.0,1,1
15262,r190606a,0,0.0,0,2
15263,r190607f,0,0.0,0,1
15264,r190607g,0,0.0,0,1
15265,r190607a,0,0.0,0,1
15266,r190607b,0,0.0,0,1
15267,r190607c,0,0.0,0,1
15268,r190607d,0,0.0,0,1
15269,r190607e,0,0.0,0,1
15270,r190607h,0,0.0,0,2
15271,r190607i,0,0.0,0,1
15272,r190606b,0,0.0,0,2
15273,r190606d,0,0.0,0,1
15274,r190606g,0,0.0,0,1
15275,r190606f,0,0.0,0,4
15276,r190606e,0,0.0,0,2
15277,r190606c,0,0.0,0,1
15278,r190612a,0,0.0,0,1
15279,r190612b,0,0.0,0,1
15280,r190612d,0,0.0,0,1
15281,r190612e,0,0.0,0,2
15282,r190612c,0,0.0,0,1
15283,r190612f,1,1.0,1,1
15284,r190612h,0,0.0,0,1
15285,r190612i,1,0.5,1,2
15286,r190612j,0,0.0,0,1
15287,r190612k,0,0.0,0,1
15288,r190612l,0,0.0,0,1
15289,r190613a,0,0.0,0,3
15290,r190613b,0,0.0,0,1
15291,r190613c,0,0.0,0,4
15292,r190613d,0,0.0,0,2
15293,r190613e,0,0.0,0,1
15294,r190613f,0,0.0,0,2
15295,r190613i,0,0.0,0,2
15296,r190613j,0,0.0,0,1
15297,r190613g,0,0.0,0,1
15298,r190613h,1,1.0,1,1
15299,r190617a,1,0.5,1,2
15300,r190617b,0,0.0,0,2
15301,r190617c,0,0.0,0,1
15302,r190617d,1,1.0,1,1
15303,r190617e,0,0.0,0,2
15304,r190617f,0,0.0,0,2
15305,r190617g,1,0.5,1,2
15306,r190617h,0,0.0,0,1
15307,r190617i,1,1.0,1,1
15308,r190617j,0,0.0,0,1
15309,r190617k,0,0.0,0,1
15310,r190618b,0,0.0,0,4
15311,r190618c,0,0.0,0,3
15312,r190618d,0,0.0,0,3
15313,r190618e,0,0.0,0,1
15314,r190618a,0,0.0,0,2
15315,r190619a,0,0.0,0,4
15316,r190619b,0,0.0,0,2
15317,r190619e,0,0.0,0,1
15318,r190619c,0,0.0,0,2
15319,r190619f,0,0.0,0,1
15320,r190619d,0,0.0,0,2
15321,r190627a,1,1.0,3,3
15322,r190627b,0,0.0,0,1
15323,r190627c,0,0.0,0,1
15324,r190627e,0,0.0,0,1
15325,r190627f,1,1.0,1,1
15326,r190627g,0,0.0,0,2
15327,r190627h,0,0.0,0,3
15328,r190627i,0,0.0,0,5
15329,r190627j,0,0.0,0,1
15330,r190627k,0,0.0,0,1
15331,r190627l,0,0.0,0,1
15332,r190627m,0,0.0,0,3
15333,r190627n,0,0.0,0,1
15334,r190628a,0,0.0,0,2
15335,r190628b,0,0.0,0,1
15336,r190628c,0,0.0,0,2
15337,r190628e,0,0.0,0,1
15338,r190628f,0,0.0,0,2
15339,r190628g,0,0.0,0,2
15340,r190628h,0,0.0,0,1
15341,r190628i,0,0.0,0,1
15342,r190628d,0,0.0,0,1
15343,r190712a,0,0.0,0,2
15344,r190712b,0,0.0,0,1
15345,r190712c,0,0.0,0,2
15346,r190712d,0,0.0,0,1
15347,r190712e,0,0.0,0,1
15348,r190712f,0,0.0,0,2
15349,r190712g,0,0.0,0,4
15350,r190712h,0,0.0,0,3
15351,r190712i,1,1.0,1,1
15352,r190711a,0,0.0,0,1
15353,r190711b,0,0.0,0,1
15354,r190711c,0,0.0,0,2
15355,r190711d,0,0.0,0,2
15356,r190711e,0,0.0,0,2
15357,r190711f,0,0.0,0,1
15358,r190711g,0,0.0,0,2
15359,r190711h,0,0.0,0,1
15360,r190711i,0,0.0,0,1
15361,r190711j,0,0.0,0,1
15362,r190711k,0,0.0,0,3
15363,r190711l,0,0.0,0,3
15364,r190711m,0,0.0,0,2
15365,r190711n,1,1.0,2,2
15366,r190715a,0,0.0,0,2
15367,r190715b,0,0.0,0,2
15368,r190715c,0,0.0,0,1
15369,r190715d,0,0.0,0,1
15370,r190715f,0,0.0,0,2
15371,r190715g,0,0.0,0,1
15372,r190715e,0,0.0,0,2
15373,r190715h,0,0.0,0,2
15374,r190715i,0,0.0,0,3
15375,r190715j,0,0.0,0,1
15376,r190715k,0,0.0,0,1
15377,r190715l,0,0.0,0,4
15378,r190715m,0,0.0,0,3
15379,r190715n,0,0.0,0,1
15380,r190716a,0,0.0,0,1
15381,r190716b,0,0.0,0,1
15382,r190716c,0,0.0,0,2
15383,r190716d,0,0.0,0,1
15384,r190716g,0,0.0,0,2
15385,r190716h,1,0.3333333333333333,1,3
15386,r190716j,0,0.0,0,1
15387,r190716e,0,0.0,0,3
15388,r190716f,0,0.0,0,2
15389,r190716k,0,0.0,0,1
15390,r190716i,0,0.0,0,1
15391,r190718a,0,0.0,0,2
15392,r190718b,0,0.0,0,2
15393,r190718c,0,0.0,0,1
15394,r190718e,0,0.0,0,1
15395,r190718d,0,0.0,0,1
15396,r190719a,0,0.0,0,1
15397,r190719b,0,0.0,0,1
15398,r190719c,0,0.0,0,1
15399,r190719d,0,0.0,0,2
15400,r190719e,0,0.0,0,2
15401,r190719f,0,0.0,0,4
15402,r190719g,0,0.0,0,2
15403,r190729a,0,0.0,0,2
15404,r190729b,0,0.0,0,2
15405,r190729c,0,0.0,0,1
15406,r190729d,0,0.0,0,2
15407,r190729e,0,0.0,0,3
15408,r190729f,0,0.0,0,3
15409,r190729g,0,0.0,0,1
15410,r190729h,0,0.0,0,1
15411,r190729i,0,0.0,0,1
15412,r190729j,0,0.0,0,2
15413,r190729k,0,0.0,0,2
15414,r190729l,0,0.0,0,1
15415,r190729n,0,0.0,0,1
15416,r190729m,0,0.0,0,1
15417,r190813b,0,0.0,0,1
15418,r190813a,0,0.0,0,7
15419,r190812a,0,0.0,0,2
15420,r190812b,0,0.0,0,2
15421,r190812c,1,1.0,1,1
15422,r190812e,0,0.0,0,2
15423,r190812f,0,0.0,0,4
15424,r190812g,0,0.0,0,2
15425,r190812d,0,0.0,0,2
15426,r190813c,0,0.0,0,2
15427,r190815c,1,0.5,1,2
15428,r190815a,0,0.0,0,1
15429,r190815b,0,0.0,0,1
15430,r190815d,0,0.0,0,2
15431,r190815e,0,0.0,0,1
15432,r190815f,0,0.0,0,1
15433,r190815g,0,0.0,0,1
15434,r190815h,0,0.0,0,2
15435,r190815i,0,0.0,0,2
15436,r190816a,0,0.0,0,2
15437,r190816b,0,0.0,0,6
15438,r190816c,0,0.0,0,1
15439,r190816d,0,0.0,0,2
15440,r190816e,0,0.0,0,3
15441,r190816f,0,0.0,0,1
15442,r190816g,0,0.0,0,1
15443,r190816h,0,0.0,0,1
15444,r190821a,0,0.0,0,1
15445,r190820a,0,0.0,0,5
15446,r190820c,0,0.0,0,2
15447,r190820b,0,0.0,0,1
15448,r190820d,0,0.0,0,1
15449,r190820e,0,0.0,0,1
15450,r190820f,1,1.0,1,1
15451,r190820g,0,0.0,0,1
15452,r190823a,0,0.0,0,3
15453,r190826a,0,0.0,0,2
15454,r190828a,0,0.0,0,2
15455,r190827a,0,0.0,0,2
15456,r190827b,0,0.0,0,5
15457,r190830a,0,0.0,0,1
15458,r190829a,0,0.0,0,1
15459,r190829c,0,0.0,0,2
15460,r190829b,0,0.0,0,2
15461,r190829f,0,0.0,0,2
15462,r190902a,0,0.0,0,1
15463,r190903a,1,1.0,1,1
15464,r190903b,0,0.0,0,1
15465,r190903c,0,0.0,0,5
15466,r190903d,0,0.0,0,3
15467,r190903e,0,0.0,0,1
15468,r190903f,0,0.0,0,2
15469,r190903g,1,0.6666666666666666,2,3
15470,r190903h,0,0.0,0,1
15471,r190903i,0,0.0,0,1
15472,r190903j,0,0.0,0,1
15473,r190904c,1,1.0,3,3
15474,r190904e,0,0.0,0,1
15475,r190904f,0,0.0,0,1
15476,r190904g,0,0.0,0,1
15477,r190903k,0,0.0,0,1
15478,r190903l,0,0.0,0,1
15479,r190903m,0,0.0,0,1
15480,r190905a,0,0.0,0,1
15481,r190904h,0,0.0,0,1
15482,r190904i,0,0.0,0,1
15483,r190904j,0,0.0,0,2
15484,r190904d,0,0.0,0,1
15485,r190906a,0,0.0,0,2
15486,r190906b,0,0.0,0,2
15487,r190905b,0,0.0,0,2
15488,r190905c,0,0.0,0,2
15489,r190909a,0,0.0,0,2
15490,r190910a,0,0.0,0,1
15491,r190910b,0,0.0,0,2
15492,r190910d,0,0.0,0,1
15493,r190910e,0,0.0,0,2
15494,r190910c,0,0.0,0,1
15495,r190912a,0,0.0,0,1
15496,r190912d,0,0.0,0,6
15497,r190912e,0,0.0,0,1
15498,r190912f,0,0.0,0,1
15499,r190912g,0,0.0,0,1
15500,r190911a,0,0.0,0,1
15501,r190911b,0,0.0,0,1
15502,r190911c,1,1.0,1,1
15503,r190911d,0,0.0,0,1
15504,r190911e,0,0.0,0,1
15505,r190911h,0,0.0,0,2
15506,r190911i,0,0.0,0,2
15507,r190911g,0,0.0,0,2
15508,r190913a,0,0.0,0,3
15509,r190912h,0,0.0,0,1
15510,r190912i,0,0.0,0,1
15511,r190912k,0,0.0,0,1
15512,r190916a,0,0.0,0,2
15513,r190916b,0,0.0,0,3
15514,r190918a,1,1.0,1,1
15515,r190918b,0,0.0,0,3
15516,r190919a,0,0.0,0,1
15517,r190919b,0,0.0,0,2
15518,r190919c,0,0.0,0,4
15519,r190919d,0,0.0,0,2
15520,r190919e,0,0.0,0,1
15521,r190919f,0,0.0,0,1
15522,r190919g,0,0.0,0,1
15523,r190919h,0,0.0,0,1
15524,r190919i,0,0.0,0,2
15525,r190919j,0,0.0,0,1
15526,r190918c,0,0.0,0,3
15527,r190919n,1,0.5,1,2
15528,r190919o,0,0.0,0,2
15529,r190919p,0,0.0,0,1
15530,r190925a,0,0.0,0,1
15531,r190925b,0,0.0,0,2
15532,r190925c,0,0.0,0,2
15533,r190925d,0,0.0,0,3
15534,r190925e,0,0.0,0,2
15535,r190924a,0,0.0,0,2
15536,r190924b,1,1.0,2,2
15537,r190924c,0,0.0,0,2
15538,r190924d,0,0.0,0,2
15539,r190924e,0,0.0,0,3
15540,r190924f,0,0.0,0,3
15541,r190925f,0,0.0,0,2
15542,r190925g,1,1.0,1,1
15543,r190925h,0,0.0,0,1
15544,r190925i,0,0.0,0,1
15545,r190925j,0,0.0,0,1
15546,r190926a,1,1.0,2,2
15547,r190926b,0,0.0,0,2
15548,r190926c,0,0.0,0,2
15549,r190926d,0,0.0,0,2
15550,r190926e,0,0.0,0,1
15551,r190930a,0,0.0,0,2
15552,r191001a,0,0.0,0,4
15553,r191001b,0,0.0,0,3
15554,r191001c,0,0.0,0,4
15555,r191001d,0,0.0,0,2
15556,r191001e,0,0.0,0,2
15557,r190930b,0,0.0,0,1
15558,r190930c,0,0.0,0,1
15559,r190930e,0,0.0,0,4
15560,r190930f,1,1.0,2,2
15561,r190930g,0,0.0,0,1
15562,r190930h,1,0.5,1,2
15563,r191001g,0,0.0,0,2
15564,r191001h,0,0.0,0,6
15565,r191001i,0,0.0,0,2
15566,r191001j,0,0.0,0,2
15567,r191001k,0,0.0,0,1
15568,r191001l,0,0.0,0,1
15569,r191001m,0,0.0,0,1
15570,r191001n,0,0.0,0,2
15571,r191001f,0,0.0,0,1
15572,r191002a,0,0.0,0,1
15573,r191002b,0,0.0,0,1
15574,r191002c,0,0.0,0,6
15575,r191002d,0,0.0,0,4
15576,r191002e,0,0.0,0,2
15577,r191002f,0,0.0,0,2
15578,r191002h,0,0.0,0,1
15579,r191002g,0,0.0,0,1
15580,r191007a,0,0.0,0,2
15581,r191007b,0,0.0,0,1
15582,r191007c,1,0.5,1,2
15583,r191007d,0,0.0,0,2
15584,r191007e,0,0.0,0,5
15585,r191007f,0,0.0,0,2
15586,r191007g,0,0.0,0,2
15587,r191007h,0,0.0,0,1
15588,r191007i,0,0.0,0,2
15589,r191007j,0,0.0,0,1
15590,r191007k,0,0.0,0,1
15591,r191007l,0,0.0,0,1
15592,r191008a,1,1.0,2,2
15593,r191008b,0,0.0,0,1
15594,r191008c,0,0.0,0,1
15595,r191007m,0,0.0,0,1
15596,r191007n,0,0.0,0,1
15597,r191007o,0,0.0,0,2
15598,r191007p,0,0.0,0,1
15599,r191009a,0,0.0,0,2
15600,r191009b,0,0.0,0,2
15601,r191009c,0,0.0,0,1
15602,r191008e,0,0.0,0,3
15603,r191008d,0,0.0,0,1
15604,r191008f,1,1.0,1,1
15605,r191008g,0,0.0,0,3
15606,r191008h,0,0.0,0,2
15607,r191008i,0,0.0,0,3
15608,r191009d,0,0.0,0,1
15609,r191009e,0,0.0,0,1
15610,r191009f,0,0.0,0,1
15611,r191009l,0,0.0,0,1
15612,r191009m,1,1.0,1,1
15613,r191009n,0,0.0,0,1
15614,r191009o,0,0.0,0,1
15615,r191009p,0,0.0,0,1
15616,r191011a,0,0.0,0,2
15617,r191011b,0,0.0,0,1
15618,r191011c,0,0.0,0,2
15619,r191010a,0,0.0,0,1
15620,r191010b,0,0.0,0,1
15621,r191011d,0,0.0,0,3
15622,r191011e,0,0.0,0,1
15623,r191014a,0,0.0,0,1
15624,r191014b,0,0.0,0,1
15625,r191014c,1,1.0,1,1
15626,r191014d,0,0.0,0,1
15627,r191014e,0,0.0,0,3
15628,r191016a,0,0.0,0,2
15629,r191015a,0,0.0,0,4
